x,y
14.966,0.978
19.898,0.978
19.898,0.983
24.830,0.983
24.830,0.982
29.932,0.982
29.932,0.982
35.034,0.982
35.034,0.983
40.136,0.983
40.136,0.985
44.898,0.985
44.898,0.986
50.000,0.986
50.000,0.986
59.864,0.986
59.864,0.988
79.932,0.988
79.932,0.990
249.660,0.990
